theta,tau_rel,mu,gamma,nu_rel,zeta_rel,betaContam,delta,eta,kappa
1.3916292714449976,0.8746301636448952,0.008687211719278363,0.011240596293328929,1.1390214396886762,0.6317662976321871,0.6967606418100695,0.04820380244214709,0.9828973485537076,45.17713252100314
2.7563206169697967,0.949542143948722,0.015824253747880764,0.026599495136497116,1.6686575075963392,0.5949563914764219,0.9010534361542478,0.04499219401187808,0.9623563794767263,53.23365247229594
1.951620454885412,0.9267028577147879,0.012020576867517969,0.017235687822826164,1.6292517481243023,0.6647370383665686,0.6297858996858603,0.05969140797809131,0.9807707310630835,58.38207570097807
3.2256895579070486,0.9552835633216599,0.01990813594960325,0.024714485929588716,1.8034608272809705,0.8087419696852404,0.9619554585224764,0.042133772291714576,0.948486511296804,51.212711523842344
1.6498550528968092,0.8843121891821938,0.007968526350376528,0.009549585608497165,1.4057577186712595,0.4982556057994508,0.40051793402908176,0.07432207509579847,0.9866988772716172,51.05236409779756
2.1238110435470596,0.9405542839186439,0.017202029982238406,0.024152689174239537,1.9100706183206466,0.7700131102612161,0.899051684323549,0.0320851715902916,0.9720511858123632,59.461845505951736
2.096524868082243,0.9136090674310319,0.010414252865725566,0.01466090287684849,1.4921492047082314,0.6479419907921301,0.7858690925358757,0.04337951469265005,0.9748235181082779,51.496778967974514
1.3892608538851936,0.853758678634574,0.008134006917318705,0.009648790788166842,1.3394783002098756,0.4662009736016341,0.7056481470293571,0.03087912547809945,0.9738472335874591,44.60453890966747
1.2855966012385587,0.8405080722502817,0.007277224157884437,0.007065342640425788,0.9207392414139778,0.4109328739868848,0.6185525616195169,0.04133898981663085,0.9769927352863101,48.1712233205408
1.015099554569024,0.8664533530123567,0.00643755742120092,0.008389008300771076,1.213444684635594,0.5272307615617109,0.6089965129319161,0.06252264172121114,0.9660093998745146,46.80731136230107
2.248607124861149,0.9322204885077703,0.016844549900073887,0.0176211538584026,1.7229968722878493,0.9530954189187089,0.6612183368181072,0.03601095228399832,0.9802597297135976,54.67252981229071
1.2331102187889063,0.8299963710889657,0.00624454163706196,0.006436722670627851,0.9404539706325787,0.3450428127130938,0.7888170868940084,0.034607831332450906,0.9763544980623732,43.95868869620972
1.2385871189206328,0.8509254046098581,0.007238295278777517,0.007244564399920253,0.9791320512606377,0.3310435880547609,0.6622587812786169,0.055019930513070414,0.974275650081335,45.46258102233483
2.1687396518248794,0.9276218497856674,0.013484859580659262,0.015144664689877886,1.6692746537279175,0.7853114485860178,0.8260391028705717,0.04777779632083149,0.9553535785669598,48.65647590398836
4.167322003277237,0.9571625985199873,0.02084656935638467,0.027066452810517484,1.9337712449115336,0.874570112113819,0.8213035658803585,0.04530601620841792,0.9624068163268825,52.20100968878886
1.5354737775988436,0.9024583194503508,0.01011703107737018,0.012756826707571193,1.6735389069403328,0.723835351973944,0.4982947796285439,0.057550919188559,0.9855490002048878,55.971611079644575
2.2339024040150868,0.9380131493147323,0.012127877132453169,0.016669282867243927,1.5815001334150445,0.5735303810641917,0.8772492620885073,0.05676584939680309,0.9557687860840085,40.74446012081313
1.1193716340134763,0.8453309980973036,0.0055968212967257,0.0070482305255482915,1.0636116500163124,0.3795335444932613,0.6919351367950983,0.05534538211630398,0.9704318610140534,49.73723394861427
1.6884167069619371,0.897167196896221,0.006133222525441616,0.006779314168859617,1.1918664182552992,0.18932510582413786,0.7611558147748504,0.08098893170561984,0.9427883889728693,42.82281365887319
1.8502141162677002,0.8913497755983206,0.00748805488730742,0.011629025684953082,1.7936675885039364,0.4182073939979317,0.7993727541861391,0.05805955178087367,0.9685433069810692,41.50564041956862
1.642040121071624,0.8855220269006228,0.00837668805504324,0.010538337423320384,1.8272722709695048,0.7241370987117212,0.4800488205996195,0.055206647381284474,0.9798624112972135,43.18849710982839
3.686471116190366,0.9640035064551843,0.02542143157712461,0.03018590984518246,1.483927391093961,0.7251285186108617,0.5882303096154026,0.057255615425933035,0.9760222528263515,46.21663065938693
1.09694061177919,0.887239215039366,0.006281499088155736,0.008223967433394192,1.3550314266380028,0.33646463099714197,0.5164146447224364,0.0825064178158888,0.96883287280624,40.15086859524562
1.7715376692496922,0.9236288015400915,0.010380190246640471,0.014003075821336797,2.082413800816965,0.6096104875885958,0.7447786710791289,0.05244251850211523,0.9625088280155853,50.20614379323829
2.267338454427592,0.9307502206894571,0.011244720139832553,0.014806309987033459,1.9632956458205932,0.5937233894300226,0.7316713227149407,0.05021960102386423,0.9630916807065822,51.46181550206279
2.1347823910812984,0.9151352510623152,0.007337310621795945,0.008561383608301871,1.3918619684081535,0.5038806808168501,0.7632935739145827,0.0653948326404437,0.9379479420379058,41.60634919414973
1.2359170756034081,0.8639484578496556,0.007980376720715766,0.010115958073553519,1.6105101384228584,0.6923381705793291,0.8435365161031831,0.04608483965939103,0.9656303853395374,39.75514389959343
2.1476444431251185,0.9124079505398358,0.009500019170638049,0.013301825201380494,1.727153478825497,0.720437398086379,0.8466794754258973,0.04112010709641015,0.9578259594717046,38.87206640074215
2.1476444431251185,0.9124079505398358,0.009500019170638049,0.013301825201380494,1.727153478825497,0.720437398086379,0.8466794754258973,0.04112010709641015,0.9578259594717046,38.87206640074215
2.3647196839212876,0.9424707758857813,0.01247291379666001,0.016212846921045573,1.6218697080906188,0.5886625676150741,0.7466040154413864,0.07198004492860434,0.9517102723420844,49.79320920622727
1.3442377067699147,0.8676781310821516,0.009338773780690241,0.009253058853243248,1.2457967621031023,0.7236422490105848,0.6541924898567035,0.03818100264510944,0.9773457992682294,47.440445832534266
0.9355725714671725,0.8445414346195408,0.007737472950746678,0.008135585286130504,1.3672792297635898,0.6211016866017789,0.8222801080596921,0.027418470526348788,0.9744659564898113,51.09743048050821
1.4838683107402912,0.9104335789828427,0.010440407343802879,0.01475074427375176,1.87716862982582,0.6885793494652526,0.781668593348052,0.048580300177248646,0.9623235894860854,50.027813539131245
1.0101471027077347,0.8524304258161174,0.007912306353548497,0.00795623064469979,1.1972762394774206,0.5868825239517999,0.7521245145317,0.04104653059139336,0.9687763934866581,53.35199732350957
1.0101471027077347,0.8524304258161174,0.007912306353548497,0.00795623064469979,1.1972762394774206,0.5868825239517999,0.7521245145317,0.04104653059139336,0.9687763934866581,53.35199732350957
2.3216366259556342,0.9409697711634389,0.01904997196809982,0.02282491162023618,1.5813660412685884,0.9264048148556082,0.7885470631473485,0.031804927806746264,0.9754335815134224,58.428688895463914
1.3381639738974704,0.8964246739938065,0.008330610836531336,0.008619569971930568,1.4796223787593477,0.5520006876958187,0.5090859554963925,0.06663655535320682,0.9677387460603085,46.01603451998351
1.340361768207649,0.8908289358252469,0.00810706046657979,0.009519212945632674,1.3083274220491299,0.4698916170260849,0.6268120178922006,0.055879827183457166,0.9690331850123319,53.506502803814165
1.2352534647799962,0.8883225700188322,0.012076416694804215,0.01313138734682921,1.5396449874111469,0.6283140525728848,0.8056717029943699,0.020430103606657504,0.9806142695333672,51.488050954198286
1.2352534647799962,0.8883225700188322,0.012076416694804215,0.01313138734682921,1.5396449874111469,0.6283140525728848,0.8056717029943699,0.020430103606657504,0.9806142695333672,51.488050954198286
2.947416907480068,0.9507359309580017,0.014542347799771906,0.02400014461288366,1.6603014324583585,0.5061942790412882,0.9083722246587428,0.03978654952807655,0.9604024379339595,50.24385581892016
0.9917670740739614,0.8620155899791397,0.005214071371971997,0.008701443816831514,1.289193660331449,0.33950422031579713,0.7061838087605856,0.06368803099068207,0.9710722808467731,46.87586830553167
1.4725411035641338,0.8666183070845084,0.005736025879401578,0.007848713461324536,1.4347313991242747,0.5200166557314112,0.7142492996994231,0.06062068109922076,0.9550936626685578,40.55483378523988
1.4725411035641338,0.8666183070845084,0.005736025879401578,0.007848713461324536,1.4347313991242747,0.5200166557314112,0.7142492996994231,0.06062068109922076,0.9550936626685578,40.55483378523988
1.070157696905782,0.841129391138489,0.0070795186134001336,0.0071087984873314984,0.8816904166512758,0.28957395110329426,0.6921566451078662,0.04181273917389139,0.9695792619052052,50.60164734639854
1.4993075400557103,0.8637454722736028,0.007647205075721544,0.008784848001534217,1.0837024092414829,0.48325052909904553,0.8850385330345809,0.02305471089140962,0.9633288560367596,47.64063165393684
1.4993075400557103,0.8637454722736028,0.007647205075721544,0.008784848001534217,1.0837024092414829,0.48325052909904553,0.8850385330345809,0.02305471089140962,0.9633288560367596,47.64063165393684
1.8563090101996624,0.9235260256152051,0.009147870154801566,0.014571653203722805,1.6368762958714873,0.5660575312304771,0.8140799577211864,0.056336949857552214,0.964303168351444,44.014248383720854
1.4582057093571654,0.8931106775658362,0.009094285021132095,0.011429492459535952,1.8061235228049775,0.7520475709005028,0.8284249165601899,0.052250578809678656,0.9622185456480958,47.32649344869854
1.4582057093571654,0.8931106775658362,0.009094285021132095,0.011429492459535952,1.8061235228049775,0.7520475709005028,0.8284249165601899,0.052250578809678656,0.9622185456480958,47.32649344869854
4.774759549398857,0.9535188540861907,0.015395541965822443,0.02704887481958328,2.1293561452172503,0.4955614574763846,0.6811481138068058,0.06035232215168908,0.9704715538004313,40.54602936195276
0.7645477821959937,0.8312943366507817,0.006863459534420755,0.007103264254439384,1.0127781750876597,0.4789055590833257,0.8454548473335172,0.042549171476425195,0.9655754707431391,47.9933295200679
0.7645477821959937,0.8312943366507817,0.006863459534420755,0.007103264254439384,1.0127781750876597,0.4789055590833257,0.8454548473335172,0.042549171476425195,0.9655754707431391,47.9933295200679
3.0021854135716874,0.937371776505061,0.01604825513462319,0.0187714828271371,1.5484559401179079,0.9216226600840881,0.846086608653887,0.0393770204930525,0.9681445364578195,38.20169493732712
0.8336920691677121,0.830836566801441,0.00667359418667527,0.006919052743088342,1.0975614013018486,0.46398298985450237,0.7282863328516751,0.03760445358616274,0.9672512218199055,52.8762864075739
0.8336920691677121,0.830836566801441,0.00667359418667527,0.006919052743088342,1.0975614013018486,0.46398298985450237,0.7282863328516751,0.03760445358616274,0.9672512218199055,52.8762864075739
7.1715088612439555,0.9747031275147267,0.028937219803550487,0.05194178933402166,1.9523873731679773,0.5370764153602919,0.6683830325592257,0.0670241300495608,0.9729961735285494,35.73793346424095
7.1715088612439555,0.9747031275147267,0.028937219803550487,0.05194178933402166,1.9523873731679773,0.5370764153602919,0.6683830325592257,0.0670241300495608,0.9729961735285494,35.73793346424095
4.511067533255655,0.9597376319659284,0.016607009300435027,0.0238897810180932,1.5019645066595686,0.5517488326913611,0.6068688125159721,0.07290289170843138,0.9733441184438942,43.00031908640951
1.9613529616781689,0.9132918665845504,0.010355191122161043,0.013561097216819296,1.5237308912730723,0.7837561630288811,0.6090600724283477,0.05788254889687134,0.9768113524819072,41.98287438699022
1.9613529616781689,0.9132918665845504,0.010355191122161043,0.013561097216819296,1.5237308912730723,0.7837561630288811,0.6090600724283477,0.05788254889687134,0.9768113524819072,41.98287438699022
2.974060123176463,0.9452858262744891,0.019725009591522902,0.02448532864455295,1.3175809158175644,0.6479549608424273,0.8800934111195524,0.02925041621783108,0.9802728371735911,48.942244631213924
2.974060123176463,0.9452858262744891,0.019725009591522902,0.02448532864455295,1.3175809158175644,0.6479549608424273,0.8800934111195524,0.02925041621783108,0.9802728371735911,48.942244631213924
2.3279126023968852,0.9415059020311694,0.016215927426753707,0.017660444208771373,1.4160570577248726,0.7223622283588926,0.6937942444956959,0.05321422879449069,0.97254224830151,49.67958094160678
2.3279126023968852,0.9415059020311694,0.016215927426753707,0.017660444208771373,1.4160570577248726,0.7223622283588926,0.6937942444956959,0.05321422879449069,0.97254224830151,49.67958094160678
1.6804660418286061,0.8925336103108097,0.009140087276295504,0.00909215115231903,1.4123273883981868,0.666704932677128,0.7449866943487086,0.042658143548372406,0.9582697304223735,49.54725683524759
1.6804660418286061,0.8925336103108097,0.009140087276295504,0.00909215115231903,1.4123273883981868,0.666704932677128,0.7449866943487086,0.042658143548372406,0.9582697304223735,49.54725683524759
4.565047270575998,0.9537942005472808,0.016241054114356394,0.020180490721078553,1.5853216242935415,0.737348535001278,0.7257495152531593,0.06266721687395528,0.9527134374908401,42.865160043910684
4.565047270575998,0.9537942005472808,0.016241054114356394,0.020180490721078553,1.5853216242935415,0.737348535001278,0.7257495152531593,0.06266721687395528,0.9527134374908401,42.865160043910684
2.666654527742679,0.9468550134145486,0.01728114531120209,0.02247991020355902,1.4665475184756152,0.5728761733304125,0.6527061204576472,0.0594740160124888,0.9786327227280622,45.22280526807943
2.666654527742679,0.9468550134145486,0.01728114531120209,0.02247991020355902,1.4665475184756152,0.5728761733304125,0.6527061204576472,0.0594740160124888,0.9786327227280622,45.22280526807943
1.7484059284450348,0.9224393710782295,0.007371268289672325,0.011857656453132729,2.1781074222576065,0.5527723005842594,0.467988109884263,0.0855992038280976,0.9696882240957764,50.156468990593055
1.7484059284450348,0.9224393710782295,0.007371268289672325,0.011857656453132729,2.1781074222576065,0.5527723005842594,0.467988109884263,0.0855992038280976,0.9696882240957764,50.156468990593055
3.8483335869924202,0.9587860742021074,0.024120157636767746,0.028824493643817825,1.7279937433301644,0.7718864946774081,0.8540057707312888,0.028289126767443953,0.965852541628122,42.86999291541019
3.8483335869924202,0.9587860742021074,0.024120157636767746,0.028824493643817825,1.7279937433301644,0.7718864946774081,0.8540057707312888,0.028289126767443953,0.965852541628122,42.86999291541019
1.4876846269463042,0.8815071227067616,0.007878441774380424,0.008995264720342646,1.3944422872136937,0.3432097243787367,0.67959493318007,0.06274069966781752,0.9663475541318001,41.78735984142131
1.4876846269463042,0.8815071227067616,0.007878441774380424,0.008995264720342646,1.3944422872136937,0.3432097243787367,0.67959493318007,0.06274069966781752,0.9663475541318001,41.78735984142131
1.4964161115419483,0.8690724126018985,0.009705422915043505,0.008966148442230449,1.2429137632467486,0.7852010617661478,0.5774833301592845,0.03964235518270188,0.9867549566612933,43.15422774252924
1.6982394342936307,0.9002201022379701,0.01031601758018038,0.012602486013439204,1.6980725898873625,0.6821495706095569,0.9319509392695032,0.03651092270107207,0.9626129159950602,48.94087074627748
1.6982394342936307,0.9002201022379701,0.01031601758018038,0.012602486013439204,1.6980725898873625,0.6821495706095569,0.9319509392695032,0.03651092270107207,0.9626129159950602,48.94087074627748
1.6982394342936307,0.9002201022379701,0.01031601758018038,0.012602486013439204,1.6980725898873625,0.6821495706095569,0.9319509392695032,0.03651092270107207,0.9626129159950602,48.94087074627748
0.9086367413411952,0.8409624798322868,0.007847202191651767,0.00697270535107748,1.1984392316151753,0.47879027776636013,0.7105683574413594,0.039972067028016686,0.9697880979994197,45.9104047503127
0.9086367413411952,0.8409624798322868,0.007847202191651767,0.00697270535107748,1.1984392316151753,0.47879027776636013,0.7105683574413594,0.039972067028016686,0.9697880979994197,45.9104047503127
1.0836805152331028,0.8735139607402731,0.00894511771506496,0.010032883633534044,1.2876345838917445,0.4536446656099106,0.8186268667651829,0.032270942575232345,0.9681851984327572,53.874114893704245
1.0836805152331028,0.8735139607402731,0.00894511771506496,0.010032883633534044,1.2876345838917445,0.4536446656099106,0.8186268667651829,0.032270942575232345,0.9681851984327572,53.874114893704245
1.4199556035670258,0.8740708963114434,0.007501727178141817,0.009208935420508258,1.4297388486758777,0.646512813015053,0.6207190792162802,0.048601555255462905,0.9720228218469023,43.51116639073203
1.4199556035670258,0.8740708963114434,0.007501727178141817,0.009208935420508258,1.4297388486758777,0.646512813015053,0.6207190792162802,0.048601555255462905,0.9720228218469023,43.51116639073203
1.6149674954627076,0.8976354089119712,0.010153974666103025,0.013702836545030551,1.7196245835540818,0.8643783363293237,0.8283723102586512,0.024721145266508194,0.9821347546032946,47.42133977633632
1.6149674954627076,0.8976354089119712,0.010153974666103025,0.013702836545030551,1.7196245835540818,0.8643783363293237,0.8283723102586512,0.024721145266508194,0.9821347546032946,47.42133977633632
1.830500399832861,0.9202400459675268,0.012170552869510652,0.01327385072961941,1.591766908821789,0.7198102225692498,0.5025380468984507,0.06708450421111171,0.9783600275435342,49.511912594983016
1.830500399832861,0.9202400459675268,0.012170552869510652,0.01327385072961941,1.591766908821789,0.7198102225692498,0.5025380468984507,0.06708450421111171,0.9783600275435342,49.511912594983016
2.0455769357465208,0.921847949867556,0.011433621327559589,0.013860029071298878,1.4959184300824755,0.593960905665927,0.7943502163735712,0.05948034465410332,0.9627321646456045,45.055586518298455
2.0455769357465208,0.921847949867556,0.011433621327559589,0.013860029071298878,1.4959184300824755,0.593960905665927,0.7943502163735712,0.05948034465410332,0.9627321646456045,45.055586518298455
3.254411681553176,0.9572010536862887,0.016441555252117126,0.024371241159742273,1.793792420807841,0.6179969597065463,0.844912630115418,0.05028749670971536,0.9598506080762803,52.749598799601564
3.254411681553176,0.9572010536862887,0.016441555252117126,0.024371241159742273,1.793792420807841,0.6179969597065463,0.844912630115418,0.05028749670971536,0.9598506080762803,52.749598799601564
1.1469048074776003,0.8615181133788854,0.009269376731334747,0.010675077368113609,1.3799811312003933,0.6836178335058992,0.7895965408244815,0.03029948112658386,0.9840474854709054,53.32318182459778
1.1469048074776003,0.8615181133788854,0.009269376731334747,0.010675077368113609,1.3799811312003933,0.6836178335058992,0.7895965408244815,0.03029948112658386,0.9840474854709054,53.32318182459778
3.1612639339124042,0.9469617723405612,0.014725592689872764,0.019761929193181677,1.8097271429266844,0.6867640493242357,0.8270888375624079,0.05755814254593935,0.9469162425274664,47.54463283647006
3.1612639339124042,0.9469617723405612,0.014725592689872764,0.019761929193181677,1.8097271429266844,0.6867640493242357,0.8270888375624079,0.05755814254593935,0.9469162425274664,47.54463283647006
2.7937892486037237,0.9228530259066196,0.014682813260218659,0.01598303960161228,1.669942942046347,0.7962450580933255,0.6602261921280728,0.041266568202826065,0.9782462129898306,43.060031631087064
2.7937892486037237,0.9228530259066196,0.014682813260218659,0.01598303960161228,1.669942942046347,0.7962450580933255,0.6602261921280728,0.041266568202826065,0.9782462129898306,43.060031631087064
0.84112702810548,0.8323771145870951,0.007471901827662069,0.0066778232027427335,0.970196079386696,0.4156765145223927,0.45762880767601605,0.05299923351678001,0.985747227333894,49.95725605013149
0.84112702810548,0.8323771145870951,0.007471901827662069,0.0066778232027427335,0.970196079386696,0.4156765145223927,0.45762880767601605,0.05299923351678001,0.985747227333894,49.95725605013149
0.84112702810548,0.8323771145870951,0.007471901827662069,0.0066778232027427335,0.970196079386696,0.4156765145223927,0.45762880767601605,0.05299923351678001,0.985747227333894,49.95725605013149
1.1094395592556294,0.8886885125162498,0.009682634242077937,0.012168079138322425,1.7028347808345126,0.7657210118825268,0.695448162034064,0.04723627154650944,0.9753769404560924,43.98482298124469
1.1094395592556294,0.8886885125162498,0.009682634242077937,0.012168079138322425,1.7028347808345126,0.7657210118825268,0.695448162034064,0.04723627154650944,0.9753769404560924,43.98482298124469
1.617265039078394,0.8809834308750899,0.006015164078800352,0.008802149394435679,1.563994496858681,0.16705893351193812,0.7198836955467058,0.059570427245976235,0.952872507296412,43.05432730295902
1.617265039078394,0.8809834308750899,0.006015164078800352,0.008802149394435679,1.563994496858681,0.16705893351193812,0.7198836955467058,0.059570427245976235,0.952872507296412,43.05432730295902
0.9846082503820519,0.8474351242194108,0.006328686894534994,0.007165963288527435,1.5108391297083608,0.5580896568377507,0.8148457811841419,0.03504039646247274,0.9601830218536048,49.33738540385139
0.9846082503820519,0.8474351242194108,0.006328686894534994,0.007165963288527435,1.5108391297083608,0.5580896568377507,0.8148457811841419,0.03504039646247274,0.9601830218536048,49.33738540385139
1.6409074568538864,0.8846176265042207,0.00784553101846273,0.007866171573235709,1.5137251032991832,0.4809995824537652,0.9107607348415062,0.030260894399997684,0.9481552414923287,46.08440306847372
1.6409074568538864,0.8846176265042207,0.00784553101846273,0.007866171573235709,1.5137251032991832,0.4809995824537652,0.9107607348415062,0.030260894399997684,0.9481552414923287,46.08440306847372
1.6409074568538864,0.8846176265042207,0.00784553101846273,0.007866171573235709,1.5137251032991832,0.4809995824537652,0.9107607348415062,0.030260894399997684,0.9481552414923287,46.08440306847372
1.6910022374820477,0.9163889033117086,0.00978133556175689,0.012600370559041445,1.5953822872178223,0.5849015933201345,0.7869458934743836,0.055330642076100126,0.9514960540506316,47.204710574075094
1.6910022374820477,0.9163889033117086,0.00978133556175689,0.012600370559041445,1.5953822872178223,0.5849015933201345,0.7869458934743836,0.055330642076100126,0.9514960540506316,47.204710574075094
5.522603461635447,0.9626185480572296,0.024290556009573673,0.028457408798144797,1.4743507139569183,0.8320494479201546,0.6777576566606336,0.054419691282346035,0.9635350339525414,40.12242172695114
5.522603461635447,0.9626185480572296,0.024290556009573673,0.028457408798144797,1.4743507139569183,0.8320494479201546,0.6777576566606336,0.054419691282346035,0.9635350339525414,40.12242172695114
4.422481156347857,0.966282523745772,0.02809018655933981,0.03483051040638142,1.4369284533116418,0.7359382160587599,0.9016388914927103,0.031050901548621827,0.9639157283418472,50.08918750238555
4.422481156347857,0.966282523745772,0.02809018655933981,0.03483051040638142,1.4369284533116418,0.7359382160587599,0.9016388914927103,0.031050901548621827,0.9639157283418472,50.08918750238555
1.1849735507812782,0.8828819353762432,0.011193167970177033,0.012664540292416933,1.348358703937413,0.7009412562658145,0.7207576849261491,0.03136446299664093,0.9789451922833824,49.127047211440285
